SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Fdi
1.18E+06,5.25E+07,259.67,1896,0.5,0,0.01
1.18E+06,5.36E+07,259.67,1923,0.5,0,0.01
1.24E+06,6.00E+07,259.67,1932,0.5,0,0.01
1.12E+06,4.83E+07,259.67,1921,0.5,0,0.01
1.16E+06,4.88E+07,259.67,1920,0.5,0,0.01
1.17E+06,5.45E+07,259.67,1899,0.5,0,0.01
1.19E+06,5.63E+07,259.67,1938,0.5,0,0.01
1.17E+06,5.07E+07,259.67,1925,0.5,0,0.01
1.19E+06,5.17E+07,259.67,1898,0.5,0,0.01
1.14E+06,4.59E+07,259.67,1824,0.5,0,0.01
1.14E+06,4.67E+07,259.67,1842,0.5,0,0.01
1.14E+06,4.78E+07,259.67,1867,0.5,0,0.01
1.15E+06,5.04E+07,259.67,1836,0.5,0,0.01
1.13E+06,5.11E+07,259.67,1887,0.5,0,0.01
1.13E+06,4.05E+07,259.67,1797,0.5,0,0.01
1.17E+06,4.83E+07,259.67,1869,0.5,0,0.01
1.15E+06,5.60E+07,259.67,1948,0.5,0,0.01
1.18E+06,4.86E+07,259.67,1799,0.5,0,0.01
1.10E+06,4.88E+07,259.67,1856,0.5,0,0.01
1.09E+06,4.30E+07,259.67,1822,0.5,0,0.01
1.14E+06,4.63E+07,259.67,1882,0.5,0,0.01
1.20E+06,4.37E+07,259.67,1804,0.5,0,0.01
1.12E+06,5.16E+07,259.67,1846,0.5,0,0.01
1.11E+06,4.54E+07,259.67,1867,0.5,0,0.01
1.15E+06,4.22E+07,259.67,1822,0.5,0,0.01
1.15E+06,4.17E+07,259.67,1738,0.5,0,0.01
1.14E+06,4.88E+07,259.67,1809,0.5,0,0.01
1.09E+06,4.91E+07,259.67,1864,0.5,0,0.01
1.13E+06,4.36E+07,259.67,1846,0.5,0,0.01
1.22E+06,4.62E+07,259.67,1824,0.5,0,0.01
1.21E+06,5.60E+07,259.67,1950,0.5,0,0.01
1.17E+06,5.25E+07,259.67,1944,0.5,0,0.01
1.20E+06,5.37E+07,259.67,1929,0.5,0,0.01
1.15E+06,4.93E+07,259.67,1914,0.5,0,0.01
1.15E+06,4.17E+07,259.67,1816,0.5,0,0.01
1.15E+06,4.14E+07,259.67,1754,0.5,0,0.01
1.12E+06,4.60E+07,259.67,1747,0.5,0,0.01
1.09E+06,4.93E+07,259.67,1791,0.5,0,0.01
1.03E+06,4.30E+07,259.67,1739,0.5,0,0.01
1.10E+06,4.15E+07,259.67,1765,0.5,0,0.01
1.15E+06,4.90E+07,259.67,1815,0.5,0,0.01
1.13E+06,4.98E+07,259.67,1899,0.5,0,0.01
1.13E+06,4.45E+07,259.67,1844,0.5,0,0.01
1.15E+06,4.53E+07,259.67,1879,0.5,0,0.01
1.18E+06,4.66E+07,259.67,1870,0.5,0,0.01
1.20E+06,4.53E+07,259.67,1842,0.5,0,0.01
1.14E+06,5.50E+07,259.67,1867,0.5,0,0.01
1.11E+06,4.79E+07,259.67,1916,0.5,0,0.01
1.18E+06,4.80E+07,259.67,1911,0.5,0,0.01
1.13E+06,4.20E+07,259.67,2039,0.5,0,0.01
1.61E+06,7.69E+07,259.67,2380,0.5,0,0.01
1.89E+06,9.67E+07,259.67,2542,0.5,0,0.01
2.13E+06,1.03E+08,259.67,2676,0.5,0,0.01
2.44E+06,1.23E+08,259.67,2777,0.5,0,0.01
2.72E+06,1.54E+08,259.67,2904,0.5,0,0.01
2.80E+06,1.55E+08,259.67,2969,0.5,0,0.01
2.88E+06,1.78E+08,259.67,3049,0.5,0,0.01
2.92E+06,1.93E+08,259.67,3066,0.5,0,0.01
2.96E+06,1.84E+08,259.67,3080,0.5,0,0.01
3.09E+06,2.15E+08,259.67,3132,0.5,0,0.01
3.26E+06,2.26E+08,259.67,3132,0.5,0,0.01
3.20E+06,2.27E+08,259.67,3148,0.5,0,0.01
3.19E+06,2.21E+08,259.67,3112,0.5,0,0.01
3.29E+06,2.32E+08,259.67,3082,0.5,0,0.01
3.08E+06,2.29E+08,259.67,3086,0.5,0,0.01
3.14E+06,2.26E+08,259.67,3134,0.5,0,0.01
3.16E+06,2.20E+08,259.67,3113,0.5,0,0.01
3.14E+06,2.15E+08,259.67,3067,0.5,0,0.01
3.20E+06,2.02E+08,259.67,3111,0.5,0,0.01
3.28E+06,2.07E+08,259.67,3096,0.5,0,0.01
