SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Epoch
1.12E+07,4.17E+08,289.5,5985,0.2,12,1
1.12E+07,4.31E+08,289.5,5987,0.2,12,1
1.14E+07,4.15E+08,289.5,6078,0.2,12,1
1.15E+07,4.35E+08,289.5,5769,0.2,12,1
1.16E+07,4.49E+08,289.5,5640,0.2,12,1
1.15E+07,4.61E+08,289.5,5657,0.2,12,1
1.14E+07,4.66E+08,289.5,5720,0.2,12,1
1.11E+07,4.56E+08,289.5,5664,0.2,12,1
1.09E+07,4.45E+08,289.5,5518,0.2,12,1
1.07E+07,4.25E+08,289.5,5595,0.2,12,1
1.08E+07,4.16E+08,289.5,5659,0.2,12,1
1.09E+07,4.22E+08,289.5,5732,0.2,12,1
1.09E+07,4.33E+08,295.48,5389,0.2,12,1
9.74E+06,3.86E+08,301.34,5102,0.2,12,1
9.06E+06,3.38E+08,302.08,4901,0.2,12,1
9.06E+06,3.24E+08,306.19,4635,0.2,12,1
9.02E+06,3.16E+08,305.46,4565,0.2,12,1
8.69E+06,3.00E+08,305.7,4475,0.2,12,1
8.71E+06,2.97E+08,306.82,4365,0.2,12,1
8.59E+06,2.84E+08,306.05,4281,0.2,12,1
8.46E+06,3.02E+08,308.1,4330,0.2,12,1
8.23E+06,2.94E+08,304.8,4318,0.2,12,1
8.34E+06,2.80E+08,305.15,4338,0.2,12,1
8.41E+06,2.83E+08,306.03,4283,0.2,12,1
8.66E+06,2.86E+08,306.62,4135,0.2,12,1
8.41E+06,2.84E+08,309.69,4194,0.2,12,1
8.62E+06,2.93E+08,305.99,4233,0.2,12,1
8.69E+06,2.97E+08,309.05,4233,0.2,12,1
8.91E+06,3.14E+08,308.34,4273,0.2,12,1
8.94E+06,3.20E+08,310.96,4289,0.2,12,1
9.06E+06,3.13E+08,311.09,4301,0.2,12,1
9.12E+06,3.25E+08,308.89,4302,0.2,12,1
9.00E+06,3.31E+08,308.58,4256,0.2,12,1
9.04E+06,3.12E+08,309.45,4240,0.2,12,1
8.93E+06,3.24E+08,306.92,4278,0.2,12,1
9.31E+06,3.19E+08,305.58,4318,0.2,12,1
9.18E+06,3.27E+08,306.39,4387,0.2,12,1
9.58E+06,3.28E+08,306.66,4440,0.2,12,1
1.01E+07,3.50E+08,308.59,4502,0.2,12,1
1.01E+07,3.49E+08,307.64,4501,0.2,12,1
1.04E+07,3.57E+08,306.8,4456,0.2,12,1
1.02E+07,3.61E+08,310.99,4426,0.2,12,1
1.04E+07,3.79E+08,311.3,4558,0.2,12,1
1.06E+07,3.85E+08,306.92,4605,0.2,12,1
1.09E+07,3.84E+08,306.12,4561,0.2,12,1
1.11E+07,3.84E+08,306.78,4564,0.2,12,1
1.15E+07,4.21E+08,307.01,4690,0.2,12,1
1.11E+07,4.24E+08,305.72,4643,0.2,12,1
1.14E+07,3.99E+08,309.42,4639,0.2,12,1
1.15E+07,4.30E+08,308.76,4640,0.2,12,1
1.15E+07,4.34E+08,309.91,4735,0.2,12,1
1.18E+07,4.38E+08,311.17,4686,0.2,12,1
1.23E+07,4.47E+08,310.57,4670,0.2,12,1
1.26E+07,4.62E+08,309.84,4614,0.2,12,1
1.27E+07,4.65E+08,311.4,4775,0.2,12,1
1.30E+07,4.66E+08,311.64,4721,0.2,12,1
1.27E+07,4.66E+08,311.04,4702,0.2,12,1
1.31E+07,4.55E+08,311.19,4757,0.2,12,1
1.34E+07,4.78E+08,313.66,4833,0.2,12,1
1.33E+07,4.51E+08,302.93,4859,0.2,12,1
1.38E+07,4.85E+08,303.01,4828,0.2,12,1
1.43E+07,4.92E+08,310.12,4824,0.2,12,1
1.45E+07,5.07E+08,320.24,4844,0.2,12,1
1.45E+07,5.19E+08,314.34,4872,0.2,12,1
1.46E+07,5.32E+08,314.21,4944,0.2,12,1
1.47E+07,5.41E+08,311.63,5014,0.2,12,1
1.54E+07,5.40E+08,317.45,4975,0.2,12,1
1.59E+07,5.55E+08,316.32,4891,0.2,12,1
1.56E+07,5.64E+08,318.29,4960,0.2,12,1
1.55E+07,5.72E+08,315.45,5014,0.2,12,1
1.57E+07,5.80E+08,316.09,4973,0.2,12,1
1.60E+07,5.91E+08,316.13,4940,0.2,12,1
1.61E+07,5.99E+08,315.61,4953,0.2,12,1
1.62E+07,5.78E+08,314.63,4937,0.2,12,1
1.64E+07,5.79E+08,316.56,4993,0.2,12,1
1.66E+07,5.88E+08,316.08,5076,0.2,12,1
1.72E+07,5.89E+08,312.46,5035,0.2,12,1
1.66E+07,5.92E+08,312.92,5005,0.2,12,1
1.68E+07,6.12E+08,308.81,5082,0.2,12,1
1.71E+07,6.13E+08,314.87,5123,0.2,12,1
1.77E+07,6.36E+08,319.11,5096,0.2,12,1
1.85E+07,6.32E+08,315.39,5098,0.2,12,1
1.80E+07,6.46E+08,313.7,5174,0.2,12,1
1.86E+07,6.67E+08,314.01,5221,0.2,12,1
1.84E+07,6.52E+08,316.23,5086,0.2,12,1
1.83E+07,6.67E+08,316.29,5061,0.2,12,1
1.84E+07,6.64E+08,317.15,5056,0.2,12,1
1.86E+07,6.74E+08,320.75,5155,0.2,12,1
1.96E+07,6.93E+08,316.31,5233,0.2,12,1
1.96E+07,6.96E+08,318.56,5194,0.2,12,1
1.98E+07,7.00E+08,316.53,5212,0.2,12,1
1.92E+07,6.96E+08,314,5086,0.2,12,1
1.97E+07,7.12E+08,315.06,5038,0.2,12,1
1.98E+07,7.36E+08,312.4,5092,0.2,12,1
1.96E+07,7.13E+08,314.32,5171,0.2,12,1
2.00E+07,7.84E+08,315.29,5049,0.2,12,1
1.99E+07,7.60E+08,312.18,5069,0.2,12,1
2.02E+07,7.81E+08,314.95,5090,0.2,12,1
2.01E+07,7.91E+08,323.44,5188,0.2,12,1
1.99E+07,7.91E+08,326.22,5271,0.2,12,1
2.07E+07,7.63E+08,329.28,5280,0.2,12,1
2.16E+07,7.83E+08,327.74,5259,0.2,12,1
2.23E+07,8.08E+08,328.21,5257,0.2,12,1
2.24E+07,8.47E+08,323.24,5230,0.2,12,1
